time,open,high,low,close,tick_volume,spread,real_volume,low_time,high_time
2015-11-26 00:00:00,1.06244,1.06275,1.06,1.06105,412,0,0,2015-11-26 00:00:00,2015-11-26 00:00:00
2015-11-27 00:00:00,1.06104,1.06381,1.05685,1.05938,1227,0,0,2015-11-27 00:00:00,2015-11-27 00:00:00
2015-11-30 00:00:00,1.059,1.05951,1.0558,1.05647,490,0,0,2015-11-30 00:00:00,2015-11-30 00:00:00
2015-12-01 00:00:00,1.05644,1.06371,1.05634,1.06326,793,0,0,2015-12-01 00:00:00,2015-12-01 00:00:00
2015-12-02 00:00:00,1.06327,1.06362,1.05508,1.06144,1526,0,0,2015-12-02 00:00:00,2015-12-02 00:00:00
2015-12-03 00:00:00,1.06143,1.0981,1.05223,1.09399,5919,0,0,2015-12-03 00:00:00,2015-12-03 00:00:00
2015-12-04 00:00:00,1.09399,1.09565,1.08363,1.08739,1745,0,0,2015-12-04 00:00:00,2015-12-04 00:00:00
2015-12-07 00:00:00,1.08729,1.08874,1.07962,1.08375,1471,0,0,2015-12-07 00:00:00,2015-12-07 00:00:00
2015-12-08 00:00:00,1.08373,1.09026,1.08302,1.08919,903,0,0,2015-12-08 00:00:00,2015-12-08 00:00:00
2015-12-09 00:00:00,1.0892,1.10427,1.08793,1.10248,1941,0,0,2015-12-09 00:00:00,2015-12-09 00:00:00
2015-12-10 00:00:00,1.10249,1.10253,1.09251,1.09409,1165,0,0,2015-12-10 00:00:00,2015-12-10 00:00:00
2015-12-11 00:00:00,1.0941,1.1031,1.09266,1.09801,1698,0,0,2015-12-11 00:00:00,2015-12-11 00:00:00
2015-12-14 00:00:00,1.09851,1.10487,1.09457,1.09921,1991,0,0,2015-12-14 00:00:00,2015-12-14 00:00:00
2015-12-15 00:00:00,1.09924,1.10598,1.09047,1.09304,2483,0,0,2015-12-15 00:00:00,2015-12-15 00:00:00
2015-12-16 00:00:00,1.09304,1.10122,1.08885,1.09124,2295,0,0,2015-12-16 00:00:00,2015-12-16 00:00:00
2015-12-17 00:00:00,1.09116,1.0914,1.08026,1.08259,1372,0,0,2015-12-17 00:00:00,2015-12-17 00:00:00
2015-12-18 00:00:00,1.0826,1.08747,1.08051,1.08678,975,0,0,2015-12-18 00:00:00,2015-12-18 00:00:00
2015-12-21 00:00:00,1.08561,1.09391,1.08481,1.09148,1234,0,0,2015-12-21 00:00:00,2015-12-21 00:00:00
2015-12-22 00:00:00,1.09145,1.09843,1.09023,1.09567,1219,0,0,2015-12-22 00:00:00,2015-12-22 00:00:00
2015-12-23 00:00:00,1.09569,1.09573,1.08702,1.09114,1288,0,0,2015-12-23 00:00:00,2015-12-23 00:00:00
2015-12-24 00:00:00,1.09108,1.09672,1.09042,1.09644,725,0,0,2015-12-24 00:00:00,2015-12-24 00:00:00
2015-12-28 00:00:00,1.09694,1.09926,1.09561,1.09677,714,0,0,2015-12-28 00:00:00,2015-12-28 00:00:00
2015-12-29 00:00:00,1.09678,1.09918,1.08992,1.092,1375,0,0,2015-12-29 00:00:00,2015-12-29 00:00:00
2015-12-30 00:00:00,1.09206,1.09438,1.09019,1.0932,725,0,0,2015-12-30 00:00:00,2015-12-30 00:00:00
2015-12-31 00:00:00,1.09322,1.09372,1.0853,1.08582,945,0,0,2015-12-31 00:00:00,2015-12-31 00:00:00
2016-01-04 00:00:00,1.0873,1.09463,1.07812,1.08313,2886,0,0,2016-01-04 00:00:00,2016-01-04 00:00:00
2016-01-05 00:00:00,1.08317,1.0839,1.07108,1.0748,1728,0,0,2016-01-05 00:00:00,2016-01-05 00:00:00
2016-01-06 00:00:00,1.07477,1.07995,1.07143,1.07812,1370,0,0,2016-01-06 00:00:00,2016-01-06 00:00:00
2016-01-07 00:00:00,1.07813,1.09402,1.07714,1.09317,1873,0,0,2016-01-07 00:00:00,2016-01-07 00:00:00
2016-01-08 00:00:00,1.09317,1.09337,1.08033,1.09246,2538,0,0,2016-01-08 00:00:00,2016-01-08 00:00:00
2016-01-11 00:00:00,1.09195,1.09698,1.08481,1.08594,1834,0,0,2016-01-11 00:00:00,2016-01-11 00:00:00
2016-01-12 00:00:00,1.08593,1.09002,1.08199,1.08582,1596,0,0,2016-01-12 00:00:00,2016-01-12 00:00:00
2016-01-13 00:00:00,1.08581,1.08878,1.08051,1.08771,1465,0,0,2016-01-13 00:00:00,2016-01-13 00:00:00
2016-01-14 00:00:00,1.08769,1.09432,1.08348,1.08655,2055,0,0,2016-01-14 00:00:00,2016-01-14 00:00:00
2016-01-15 00:00:00,1.08652,1.09847,1.08546,1.09143,2112,0,0,2016-01-15 00:00:00,2016-01-15 00:00:00
2016-01-18 00:00:00,1.0928,1.0928,1.08691,1.08924,823,0,0,2016-01-18 00:00:00,2016-01-18 00:00:00
2016-01-19 00:00:00,1.08925,1.0939,1.08594,1.0907,1448,0,0,2016-01-19 00:00:00,2016-01-19 00:00:00
2016-01-20 00:00:00,1.09076,1.09761,1.08774,1.08894,1793,0,0,2016-01-20 00:00:00,2016-01-20 00:00:00
2016-01-21 00:00:00,1.08902,1.09213,1.07782,1.08744,2705,0,0,2016-01-21 00:00:00,2016-01-21 00:00:00
2016-01-22 00:00:00,1.08742,1.08766,1.07895,1.07962,963,0,0,2016-01-22 00:00:00,2016-01-22 00:00:00
2016-01-25 00:00:00,1.0793,1.08569,1.07895,1.08495,784,0,0,2016-01-25 00:00:00,2016-01-25 00:00:00
2016-01-26 00:00:00,1.08496,1.08745,1.08189,1.08704,905,0,0,2016-01-26 00:00:00,2016-01-26 00:00:00
2016-01-27 00:00:00,1.08705,1.09165,1.08508,1.08928,1092,0,0,2016-01-27 00:00:00,2016-01-27 00:00:00
2016-01-28 00:00:00,1.08928,1.09678,1.08698,1.094,1489,0,0,2016-01-28 00:00:00,2016-01-28 00:00:00
2016-01-29 00:00:00,1.09397,1.09486,1.08102,1.08305,1677,0,0,2016-01-29 00:00:00,2016-01-29 00:00:00
2016-02-01 00:00:00,1.08326,1.09129,1.08149,1.08881,1406,0,0,2016-02-01 00:00:00,2016-02-01 00:00:00
2016-02-02 00:00:00,1.08884,1.094,1.08853,1.0919,789,0,0,2016-02-02 00:00:00,2016-02-02 00:00:00
2016-02-03 00:00:00,1.09186,1.11457,1.09039,1.11049,2974,0,0,2016-02-03 00:00:00,2016-02-03 00:00:00
2016-02-04 00:00:00,1.11044,1.1239,1.10697,1.12084,2347,0,0,2016-02-04 00:00:00,2016-02-04 00:00:00
2016-02-05 00:00:00,1.12083,1.12472,1.1109,1.11586,2268,0,0,2016-02-05 00:00:00,2016-02-05 00:00:00
2016-02-08 00:00:00,1.11432,1.12158,1.10867,1.11931,2084,0,0,2016-02-08 00:00:00,2016-02-08 00:00:00
2016-02-09 00:00:00,1.1193,1.1338,1.11625,1.12934,2507,0,0,2016-02-09 00:00:00,2016-02-09 00:00:00
2016-02-10 00:00:00,1.12933,1.13117,1.11606,1.1292,3010,0,0,2016-02-10 00:00:00,2016-02-10 00:00:00
2016-02-11 00:00:00,1.12924,1.13763,1.12742,1.13233,1734,0,0,2016-02-11 00:00:00,2016-02-11 00:00:00
2016-02-12 00:00:00,1.13236,1.13339,1.12142,1.12555,1714,0,0,2016-02-12 00:00:00,2016-02-12 00:00:00
2016-02-15 00:00:00,1.1237,1.12512,1.11281,1.11551,1644,0,0,2016-02-15 00:00:00,2016-02-15 00:00:00
2016-02-16 00:00:00,1.11553,1.11932,1.11245,1.11437,1259,0,0,2016-02-16 00:00:00,2016-02-16 00:00:00
2016-02-17 00:00:00,1.11468,1.11571,1.11061,1.11278,831,0,0,2016-02-17 00:00:00,2016-02-17 00:00:00
2016-02-18 00:00:00,1.11281,1.11497,1.10712,1.11072,1362,0,0,2016-02-18 00:00:00,2016-02-18 00:00:00
2016-02-19 00:00:00,1.11068,1.11395,1.10669,1.11295,1226,0,0,2016-02-19 00:00:00,2016-02-19 00:00:00
2016-02-22 00:00:00,1.11118,1.11248,1.10033,1.10298,1611,0,0,2016-02-22 00:00:00,2016-02-22 00:00:00
2016-02-23 00:00:00,1.10295,1.10528,1.09902,1.10196,1154,0,0,2016-02-23 00:00:00,2016-02-23 00:00:00
2016-02-24 00:00:00,1.10198,1.10461,1.09575,1.10138,1713,0,0,2016-02-24 00:00:00,2016-02-24 00:00:00
2016-02-25 00:00:00,1.10139,1.10499,1.09871,1.1018,1216,0,0,2016-02-25 00:00:00,2016-02-25 00:00:00
2016-02-26 00:00:00,1.10183,1.10684,1.09118,1.09355,2305,0,0,2016-02-26 00:00:00,2016-02-26 00:00:00
2016-02-29 00:00:00,1.09144,1.09626,1.08593,1.08728,1651,0,0,2016-02-29 00:00:00,2016-02-29 00:00:00
2016-03-01 00:00:00,1.08728,1.08936,1.08343,1.08678,1137,0,0,2016-03-01 00:00:00,2016-03-01 00:00:00
2016-03-02 00:00:00,1.0868,1.08812,1.08257,1.08682,1109,0,0,2016-03-02 00:00:00,2016-03-02 00:00:00
2016-03-03 00:00:00,1.08681,1.09728,1.08536,1.09569,1497,0,0,2016-03-03 00:00:00,2016-03-03 00:00:00
2016-03-04 00:00:00,1.0957,1.10434,1.09034,1.10046,2325,0,0,2016-03-04 00:00:00,2016-03-04 00:00:00
2016-03-07 00:00:00,1.09908,1.10258,1.09402,1.10141,1480,0,0,2016-03-07 00:00:00,2016-03-07 00:00:00
2016-03-08 00:00:00,1.10145,1.10579,1.09938,1.10108,1246,0,0,2016-03-08 00:00:00,2016-03-08 00:00:00
2016-03-09 00:00:00,1.10109,1.1035,1.0946,1.09989,1661,0,0,2016-03-09 00:00:00,2016-03-09 00:00:00
2016-03-10 00:00:00,1.0999,1.1218,1.0822,1.11778,6133,0,0,2016-03-10 00:00:00,2016-03-10 00:00:00
2016-03-11 00:00:00,1.11773,1.12097,1.10805,1.11583,2395,0,0,2016-03-11 00:00:00,2016-03-11 00:00:00
2016-03-14 00:00:00,1.11385,1.11766,1.1078,1.11027,1615,0,0,2016-03-14 00:00:00,2016-03-14 00:00:00
2016-03-15 00:00:00,1.11029,1.1125,1.10721,1.11089,999,0,0,2016-03-15 00:00:00,2016-03-15 00:00:00
2016-03-16 00:00:00,1.11088,1.12425,1.1058,1.12246,2533,0,0,2016-03-16 00:00:00,2016-03-16 00:00:00
2016-03-17 00:00:00,1.12248,1.13425,1.12052,1.13186,1809,0,0,2016-03-17 00:00:00,2016-03-17 00:00:00
2016-03-18 00:00:00,1.13186,1.13369,1.12562,1.12701,1130,0,0,2016-03-18 00:00:00,2016-03-18 00:00:00
2016-03-21 00:00:00,1.12632,1.12849,1.12346,1.12418,793,0,0,2016-03-21 00:00:00,2016-03-21 00:00:00
2016-03-22 00:00:00,1.12412,1.126,1.11886,1.12166,1183,0,0,2016-03-22 00:00:00,2016-03-22 00:00:00
2016-03-23 00:00:00,1.12172,1.12236,1.11595,1.11811,922,0,0,2016-03-23 00:00:00,2016-03-23 00:00:00
2016-03-24 00:00:00,1.1181,1.11878,1.11444,1.11748,807,0,0,2016-03-24 00:00:00,2016-03-24 00:00:00
2016-03-25 00:00:00,1.11748,1.11815,1.11541,1.11663,464,0,0,2016-03-25 00:00:00,2016-03-25 00:00:00
2016-03-28 00:00:00,1.11651,1.122,1.11528,1.11962,1034,0,0,2016-03-28 00:00:00,2016-03-28 00:00:00
2016-03-29 00:00:00,1.11953,1.13034,1.11691,1.12904,1736,0,0,2016-03-29 00:00:00,2016-03-29 00:00:00
2016-03-30 00:00:00,1.12904,1.13653,1.12837,1.13383,1154,0,0,2016-03-30 00:00:00,2016-03-30 00:00:00
2016-03-31 00:00:00,1.13378,1.14119,1.13102,1.138,1613,0,0,2016-03-31 00:00:00,2016-03-31 00:00:00
2016-04-01 00:00:00,1.138,1.14378,1.13349,1.13918,1941,0,0,2016-04-01 00:00:00,2016-04-01 00:00:00
2016-04-04 00:00:00,1.1401,1.14127,1.13575,1.13916,1011,0,0,2016-04-04 00:00:00,2016-04-04 00:00:00
2016-04-05 00:00:00,1.13917,1.14053,1.1336,1.13844,1314,0,0,2016-04-05 00:00:00,2016-04-05 00:00:00
2016-04-06 00:00:00,1.13846,1.14317,1.13268,1.1399,1955,0,0,2016-04-06 00:00:00,2016-04-06 00:00:00
2016-04-07 00:00:00,1.13989,1.14541,1.13377,1.13777,2117,0,0,2016-04-07 00:00:00,2016-04-07 00:00:00
2016-04-08 00:00:00,1.13776,1.14194,1.13492,1.13991,1190,0,0,2016-04-08 00:00:00,2016-04-08 00:00:00
2016-04-11 00:00:00,1.14166,1.14475,1.13725,1.14081,1416,0,0,2016-04-11 00:00:00,2016-04-11 00:00:00
2016-04-12 00:00:00,1.14081,1.1465,1.13458,1.13861,2165,0,0,2016-04-12 00:00:00,2016-04-12 00:00:00
2016-04-13 00:00:00,1.13856,1.13915,1.12683,1.12743,1352,0,0,2016-04-13 00:00:00,2016-04-13 00:00:00
2016-04-14 00:00:00,1.12741,1.12951,1.12338,1.12683,1169,0,0,2016-04-14 00:00:00,2016-04-14 00:00:00
2016-04-15 00:00:00,1.12681,1.1317,1.12458,1.12829,1277,0,0,2016-04-15 00:00:00,2016-04-15 00:00:00
2016-04-18 00:00:00,1.13032,1.13321,1.12737,1.13133,1068,0,0,2016-04-18 00:00:00,2016-04-18 00:00:00
2016-04-19 00:00:00,1.1313,1.13846,1.13036,1.1358,1171,0,0,2016-04-19 00:00:00,2016-04-19 00:00:00
2016-04-20 00:00:00,1.13581,1.1388,1.12906,1.12966,1334,0,0,2016-04-20 00:00:00,2016-04-20 00:00:00
2016-04-21 00:00:00,1.12969,1.13984,1.127,1.12875,2475,0,0,2016-04-21 00:00:00,2016-04-21 00:00:00
2016-04-22 00:00:00,1.12873,1.13087,1.12182,1.12222,1160,0,0,2016-04-22 00:00:00,2016-04-22 00:00:00
2016-04-25 00:00:00,1.1218,1.12783,1.12178,1.12678,713,0,0,2016-04-25 00:00:00,2016-04-25 00:00:00
2016-04-26 00:00:00,1.12681,1.13398,1.12564,1.12973,1377,0,0,2016-04-26 00:00:00,2016-04-26 00:00:00
2016-04-27 00:00:00,1.12983,1.13616,1.1272,1.1322,1556,0,0,2016-04-27 00:00:00,2016-04-27 00:00:00
2016-04-28 00:00:00,1.13226,1.1368,1.1296,1.13524,1143,0,0,2016-04-28 00:00:00,2016-04-28 00:00:00
2016-04-29 00:00:00,1.13526,1.14594,1.13481,1.14508,1245,0,0,2016-04-29 00:00:00,2016-04-29 00:00:00
2016-05-02 00:00:00,1.14611,1.15365,1.14484,1.15333,1041,0,0,2016-05-02 00:00:00,2016-05-02 00:00:00
2016-05-03 00:00:00,1.15344,1.16164,1.14959,1.14961,2028,0,0,2016-05-03 00:00:00,2016-05-03 00:00:00
2016-05-04 00:00:00,1.14965,1.15295,1.14664,1.14876,1174,0,0,2016-05-04 00:00:00,2016-05-04 00:00:00
2016-05-05 00:00:00,1.1487,1.1494,1.13861,1.14054,1343,0,0,2016-05-05 00:00:00,2016-05-05 00:00:00
2016-05-06 00:00:00,1.14052,1.14802,1.13867,1.14049,1868,0,0,2016-05-06 00:00:00,2016-05-06 00:00:00
2016-05-09 00:00:00,1.13959,1.14199,1.13755,1.1383,760,0,0,2016-05-09 00:00:00,2016-05-09 00:00:00
2016-05-10 00:00:00,1.13829,1.141,1.13586,1.13725,925,0,0,2016-05-10 00:00:00,2016-05-10 00:00:00
2016-05-11 00:00:00,1.13721,1.14466,1.13692,1.14264,1006,0,0,2016-05-11 00:00:00,2016-05-11 00:00:00
2016-05-12 00:00:00,1.14266,1.14293,1.13707,1.13769,676,0,0,2016-05-12 00:00:00,2016-05-12 00:00:00
2016-05-13 00:00:00,1.13766,1.13799,1.12832,1.13084,1253,0,0,2016-05-13 00:00:00,2016-05-13 00:00:00
2016-05-16 00:00:00,1.13116,1.13423,1.13024,1.13203,712,0,0,2016-05-16 00:00:00,2016-05-16 00:00:00
2016-05-17 00:00:00,1.1322,1.13488,1.13021,1.13138,853,0,0,2016-05-17 00:00:00,2016-05-17 00:00:00
2016-05-18 00:00:00,1.13139,1.13163,1.12143,1.12166,1068,0,0,2016-05-18 00:00:00,2016-05-18 00:00:00
2016-05-19 00:00:00,1.12167,1.12301,1.11801,1.12029,863,0,0,2016-05-19 00:00:00,2016-05-19 00:00:00
2016-05-20 00:00:00,1.12027,1.12377,1.11964,1.12238,616,0,0,2016-05-20 00:00:00,2016-05-20 00:00:00
2016-05-23 00:00:00,1.12085,1.12431,1.11877,1.12204,990,0,0,2016-05-23 00:00:00,2016-05-23 00:00:00
2016-05-24 00:00:00,1.12206,1.12272,1.11325,1.11413,1102,0,0,2016-05-24 00:00:00,2016-05-24 00:00:00
2016-05-25 00:00:00,1.11414,1.11669,1.11289,1.11545,630,0,0,2016-05-25 00:00:00,2016-05-25 00:00:00
2016-05-26 00:00:00,1.11548,1.12168,1.11497,1.11939,952,0,0,2016-05-26 00:00:00,2016-05-26 00:00:00
2016-05-27 00:00:00,1.1194,1.12008,1.11112,1.11134,987,0,0,2016-05-27 00:00:00,2016-05-27 00:00:00
2016-05-30 00:00:00,1.11125,1.11448,1.10979,1.11379,685,0,0,2016-05-30 00:00:00,2016-05-30 00:00:00
2016-05-31 00:00:00,1.1138,1.11734,1.11223,1.11322,965,0,0,2016-05-31 00:00:00,2016-05-31 00:00:00
2016-06-01 00:00:00,1.1132,1.11942,1.11143,1.11885,1034,0,0,2016-06-01 00:00:00,2016-06-01 00:00:00
2016-06-02 00:00:00,1.11882,1.12202,1.11454,1.11513,1128,0,0,2016-06-02 00:00:00,2016-06-02 00:00:00
2016-06-03 00:00:00,1.11511,1.13738,1.11368,1.13669,2583,0,0,2016-06-03 00:00:00,2016-06-03 00:00:00
2016-06-06 00:00:00,1.13566,1.13929,1.13266,1.13548,1309,0,0,2016-06-06 00:00:00,2016-06-06 00:00:00
2016-06-07 00:00:00,1.13554,1.13807,1.13388,1.1358,813,0,0,2016-06-07 00:00:00,2016-06-07 00:00:00
2016-06-08 00:00:00,1.13582,1.14107,1.13546,1.13952,753,0,0,2016-06-08 00:00:00,2016-06-08 00:00:00
2016-06-09 00:00:00,1.13942,1.14156,1.13058,1.13166,1421,0,0,2016-06-09 00:00:00,2016-06-09 00:00:00
2016-06-10 00:00:00,1.13164,1.13215,1.12454,1.12502,861,0,0,2016-06-10 00:00:00,2016-06-10 00:00:00
2016-06-13 00:00:00,1.12514,1.1303,1.12324,1.12925,1002,0,0,2016-06-13 00:00:00,2016-06-13 00:00:00
2016-06-14 00:00:00,1.12923,1.12985,1.11891,1.12078,1344,0,0,2016-06-14 00:00:00,2016-06-14 00:00:00
2016-06-15 00:00:00,1.12082,1.12991,1.11899,1.12599,1668,0,0,2016-06-15 00:00:00,2016-06-15 00:00:00
2016-06-16 00:00:00,1.12599,1.1295,1.1131,1.12249,2931,0,0,2016-06-16 00:00:00,2016-06-16 00:00:00
2016-06-17 00:00:00,1.1225,1.12964,1.12228,1.12762,961,0,0,2016-06-17 00:00:00,2016-06-17 00:00:00
2016-06-20 00:00:00,1.13316,1.13825,1.13022,1.13139,1430,0,0,2016-06-20 00:00:00,2016-06-20 00:00:00
2016-06-21 00:00:00,1.13139,1.13497,1.12418,1.1242,1440,0,0,2016-06-21 00:00:00,2016-06-21 00:00:00
2016-06-22 00:00:00,1.12423,1.13379,1.12369,1.12965,1479,0,0,2016-06-22 00:00:00,2016-06-22 00:00:00
2016-06-23 00:00:00,1.12965,1.14214,1.12965,1.13856,1608,0,0,2016-06-23 00:00:00,2016-06-23 00:00:00
2016-06-24 00:00:00,1.13853,1.14278,1.0912,1.11111,7575,0,0,2016-06-24 00:00:00,2016-06-24 00:00:00
2016-06-27 00:00:00,1.10129,1.10838,1.09708,1.10249,2141,0,0,2016-06-27 00:00:00,2016-06-27 00:00:00
